date,weather,temperature_c,weather_code,precipitation_sum,snowfall_sum
2023-03-12,rainy,4.9,61,7.2,0.0
2023-03-13,cloudy,0.8,3,0.0,0.0
2023-03-14,cloudy,6.0,3,0.0,0.0
2023-03-15,rainy,7.7,51,0.1,0.0
2023-03-16,cloudy,3.0,3,0.0,0.0
2023-03-17,cloudy,4.5,3,0.0,0.0
2023-03-18,cloudy,5.5,3,0.0,0.0
2023-03-19,cloudy,4.7,2,0.0,0.0
2023-03-20,rainy,6.2,51,0.2,0.0
2023-03-21,cloudy,9.4,3,0.0,0.0
2023-03-22,rainy,14.0,51,0.3,0.0
2023-03-23,rainy,15.6,53,1.6,0.0
2023-03-24,cloudy,10.2,3,0.0,0.0
2023-03-25,cloudy,11.0,3,0.0,0.0
2023-03-26,cloudy,8.3,3,0.0,0.0
2023-03-27,cloudy,5.3,3,0.0,0.0
2023-03-28,cloudy,7.0,2,0.0,0.0
2023-03-29,cloudy,9.3,3,0.0,0.0
2023-03-30,cloudy,11.0,3,0.0,0.0
2023-03-31,clear,12.5,0,0.0,0.0
2023-04-01,cloudy,15.3,3,0.0,0.0
2023-04-02,cloudy,16.8,2,0.0,0.0
2023-04-03,cloudy,16.7,3,0.0,0.0
2023-04-04,rainy,15.7,63,9.2,0.0
2023-04-05,rainy,12.3,63,43.7,0.0
2023-04-06,rainy,8.8,55,3.5,0.0
2023-04-07,cloudy,7.6,3,0.0,0.0
2023-04-08,clear,6.7,0,0.0,0.0
2023-04-09,cloudy,8.4,3,0.0,0.0
2023-04-10,cloudy,10.8,3,0.0,0.0
2023-04-11,rainy,12.2,61,2.3,0.0
2023-04-12,cloudy,8.0,2,0.0,0.0
2023-04-13,cloudy,9.7,3,0.0,0.0
2023-04-14,rainy,13.6,51,0.3,0.0
2023-04-15,rainy,10.9,61,5.2,0.0
2023-04-16,cloudy,9.1,3,0.0,0.0
2023-04-17,rainy,10.6,51,0.1,0.0
2023-04-18,rainy,12.6,63,22.0,0.0
2023-04-19,cloudy,16.7,3,0.0,0.0
2023-04-20,cloudy,14.4,3,0.0,0.0
2023-04-21,cloudy,14.8,3,0.0,0.0
2023-04-22,cloudy,14.0,3,0.0,0.0
2023-04-23,cloudy,14.6,3,0.0,0.0
2023-04-24,cloudy,14.0,3,0.0,0.0
2023-04-25,rainy,9.8,51,1.5,0.0
2023-04-26,rainy,9.4,51,0.2,0.0
2023-04-27,cloudy,10.4,3,0.0,0.0
2023-04-28,rainy,13.3,61,3.6,0.0
2023-04-29,rainy,12.6,61,9.2,0.0
2023-04-30,rainy,11.5,51,0.4,0.0
2023-05-01,cloudy,11.8,3,0.0,0.0
2023-05-02,cloudy,15.0,3,0.0,0.0
2023-05-03,cloudy,17.5,3,0.0,0.0
2023-05-04,cloudy,19.1,3,0.0,0.0
2023-05-05,rainy,18.2,65,58.3,0.0
2023-05-06,rainy,11.8,63,41.8,0.0
2023-05-07,cloudy,12.6,3,0.0,0.0
2023-05-08,cloudy,12.2,3,0.0,0.0
2023-05-09,cloudy,12.7,3,0.0,0.0
2023-05-10,cloudy,14.7,3,0.0,0.0
2023-05-11,cloudy,16.5,3,0.0,0.0
2023-05-12,cloudy,15.1,3,0.0,0.0
2023-05-13,cloudy,15.6,3,0.0,0.0
2023-05-14,cloudy,16.0,3,0.0,0.0
2023-05-15,cloudy,17.7,3,0.0,0.0
2023-05-16,cloudy,20.6,2,0.0,0.0
2023-05-17,cloudy,20.2,3,0.0,0.0
2023-05-18,cloudy,20.3,3,0.0,0.0
2023-05-19,cloudy,20.8,3,0.0,0.0
2023-05-20,cloudy,19.1,3,0.0,0.0
2023-05-21,rainy,16.3,53,1.1,0.0
2023-05-22,cloudy,18.1,3,0.0,0.0
2023-05-23,cloudy,18.2,3,0.0,0.0
2023-05-24,cloudy,18.6,3,0.0,0.0
2023-05-25,rainy,18.9,51,0.1,0.0
2023-05-26,cloudy,20.0,3,0.0,0.0
2023-05-27,rainy,18.5,63,24.8,0.0
2023-05-28,rainy,18.6,63,34.0,0.0
2023-05-29,rainy,21.5,61,7.4,0.0
2023-05-30,rainy,21.6,53,1.4,0.0
2023-05-31,cloudy,20.3,3,0.0,0.0
2023-06-01,cloudy,20.5,3,0.0,0.0
2023-06-02,rainy,18.5,51,0.8,0.0
2023-06-03,cloudy,19.3,3,0.0,0.0
2023-06-04,cloudy,18.8,3,0.0,0.0
2023-06-05,cloudy,18.7,3,0.0,0.0
2023-06-06,cloudy,18.3,3,0.0,0.0
2023-06-07,rainy,20.1,51,0.1,0.0
2023-06-08,rainy,19.3,63,11.2,0.0
2023-06-09,rainy,20.8,61,1.7,0.0
2023-06-10,rainy,21.0,63,20.2,0.0
2023-06-11,rainy,20.2,63,9.8,0.0
2023-06-12,rainy,20.6,55,1.7,0.0
2023-06-13,rainy,19.9,51,0.4,0.0
2023-06-14,rainy,20.1,53,1.0,0.0
2023-06-15,rainy,20.4,51,0.8,0.0
2023-06-16,cloudy,20.7,3,0.0,0.0
2023-06-17,cloudy,21.1,3,0.0,0.0
2023-06-18,cloudy,22.6,3,0.0,0.0
2023-06-19,cloudy,26.1,3,0.0,0.0
2023-06-20,rainy,22.7,61,5.0,0.0
2023-06-21,rainy,20.9,65,31.9,0.0
2023-06-22,rainy,19.9,51,1.5,0.0
2023-06-23,rainy,22.2,51,0.2,0.0
2023-06-24,rainy,24.2,51,0.7,0.0
2023-06-25,rainy,25.5,51,0.2,0.0
2023-06-26,rainy,23.1,63,33.3,0.0
2023-06-27,rainy,23.5,61,3.5,0.0
2023-06-28,rainy,24.0,53,2.2,0.0
2023-06-29,rainy,23.0,65,55.7,0.0
2023-06-30,rainy,23.8,61,12.7,0.0
2023-07-01,rainy,25.2,51,0.1,0.0
2023-07-02,rainy,24.1,51,0.2,0.0
2023-07-03,rainy,26.8,51,0.1,0.0
2023-07-04,rainy,24.8,65,27.3,0.0
2023-07-05,rainy,23.3,65,20.9,0.0
2023-07-06,cloudy,25.3,3,0.0,0.0
2023-07-07,cloudy,24.6,3,0.0,0.0
2023-07-08,rainy,23.8,51,0.4,0.0
2023-07-09,rainy,23.8,65,22.5,0.0
2023-07-10,rainy,24.9,53,2.0,0.0
2023-07-11,rainy,23.1,65,38.4,0.0
2023-07-12,rainy,24.8,53,2.1,0.0
2023-07-13,rainy,24.3,65,45.4,0.0
2023-07-14,rainy,24.3,65,57.7,0.0
2023-07-15,rainy,24.2,65,33.5,0.0
2023-07-16,rainy,23.5,53,2.7,0.0
2023-07-17,rainy,23.9,53,4.7,0.0
2023-07-18,rainy,23.7,63,18.1,0.0
2023-07-19,rainy,25.1,51,0.2,0.0
2023-07-20,cloudy,25.5,3,0.0,0.0
2023-07-21,rainy,27.0,51,0.4,0.0
2023-07-22,rainy,26.2,61,10.4,0.0
2023-07-23,rainy,24.5,65,46.6,0.0
2023-07-24,rainy,25.3,65,20.9,0.0
2023-07-25,rainy,25.3,63,10.1,0.0
2023-07-26,rainy,24.9,63,22.5,0.0
2023-07-27,rainy,25.7,51,1.1,0.0
2023-07-28,rainy,27.3,53,1.0,0.0
2023-07-29,rainy,27.6,51,0.3,0.0
2023-07-30,rainy,27.9,51,0.5,0.0
2023-07-31,rainy,27.2,51,0.3,0.0
2023-08-01,rainy,28.2,53,1.4,0.0
2023-08-02,cloudy,27.3,3,0.0,0.0
2023-08-03,cloudy,26.9,3,0.0,0.0
2023-08-04,cloudy,27.9,3,0.0,0.0
2023-08-05,cloudy,27.9,3,0.0,0.0
2023-08-06,rainy,28.1,65,13.8,0.0
2023-08-07,rainy,28.2,63,5.6,0.0
2023-08-08,rainy,28.3,53,2.8,0.0
2023-08-09,rainy,26.9,61,2.5,0.0
2023-08-10,rainy,21.7,65,71.1,0.0
2023-08-11,rainy,22.8,63,32.9,0.0
2023-08-12,rainy,23.8,61,11.7,0.0
2023-08-13,rainy,26.0,51,0.1,0.0
2023-08-14,rainy,27.1,51,0.1,0.0
2023-08-15,cloudy,26.8,3,0.0,0.0
2023-08-16,rainy,25.7,51,1.0,0.0
2023-08-17,cloudy,26.5,3,0.0,0.0
2023-08-18,rainy,26.9,53,1.0,0.0
2023-08-19,rainy,26.6,51,0.3,0.0
2023-08-20,rainy,26.1,53,0.7,0.0
2023-08-21,rainy,27.0,61,2.9,0.0
2023-08-22,rainy,25.9,65,32.7,0.0
2023-08-23,rainy,24.0,65,57.7,0.0
2023-08-24,rainy,24.2,63,15.2,0.0
2023-08-25,rainy,24.8,51,1.6,0.0
2023-08-26,cloudy,24.4,3,0.0,0.0
2023-08-27,rainy,24.2,53,1.6,0.0
2023-08-28,rainy,22.6,63,21.8,0.0
2023-08-29,rainy,23.3,63,31.6,0.0
2023-08-30,rainy,22.2,53,3.4,0.0
2023-08-31,cloudy,22.7,3,0.0,0.0
2023-09-01,cloudy,22.5,3,0.0,0.0
2023-09-02,cloudy,23.2,3,0.0,0.0
2023-09-03,rainy,25.4,53,2.3,0.0
2023-09-04,rainy,24.4,61,9.4,0.0
2023-09-05,rainy,25.8,61,3.8,0.0
2023-09-06,rainy,25.9,51,0.4,0.0
2023-09-07,clear,24.3,0,0.0,0.0
2023-09-08,cloudy,22.8,3,0.0,0.0
2023-09-09,cloudy,23.9,3,0.0,0.0
2023-09-10,rainy,23.6,51,0.1,0.0
2023-09-11,rainy,23.8,51,0.4,0.0
2023-09-12,cloudy,23.7,3,0.0,0.0
2023-09-13,rainy,21.3,63,21.2,0.0
2023-09-14,rainy,22.0,51,0.1,0.0
2023-09-15,rainy,21.2,61,7.2,0.0
2023-09-16,rainy,22.7,63,28.0,0.0
2023-09-17,rainy,22.8,63,10.5,0.0
2023-09-18,rainy,22.7,53,1.8,0.0
2023-09-19,rainy,22.3,51,0.5,0.0
2023-09-20,rainy,20.5,63,37.1,0.0
2023-09-21,cloudy,19.0,3,0.0,0.0
2023-09-22,cloudy,18.3,3,0.0,0.0
2023-09-23,cloudy,20.3,3,0.0,0.0
2023-09-24,rainy,20.1,51,0.2,0.0
2023-09-25,rainy,20.0,61,2.5,0.0
2023-09-26,rainy,19.6,61,14.4,0.0
2023-09-27,rainy,20.8,55,3.2,0.0
2023-09-28,rainy,21.1,51,0.5,0.0
2023-09-29,cloudy,19.1,3,0.0,0.0
2023-09-30,rainy,19.0,55,1.7,0.0
2023-10-01,clear,16.4,1,0.0,0.0
2023-10-02,cloudy,16.7,3,0.0,0.0
2023-10-03,cloudy,16.0,3,0.0,0.0
2023-10-04,rainy,16.6,53,1.0,0.0
2023-10-05,cloudy,13.2,3,0.0,0.0
2023-10-06,cloudy,13.7,3,0.0,0.0
2023-10-07,cloudy,15.0,3,0.0,0.0
2023-10-08,rainy,16.2,51,0.1,0.0
2023-10-09,rainy,15.8,53,0.7,0.0
2023-10-10,clear,15.1,1,0.0,0.0
2023-10-11,cloudy,15.8,3,0.0,0.0
2023-10-12,cloudy,15.8,3,0.0,0.0
2023-10-13,cloudy,16.4,3,0.0,0.0
2023-10-14,rainy,14.7,63,7.1,0.0
2023-10-15,cloudy,14.7,2,0.0,0.0
2023-10-16,clear,12.4,0,0.0,0.0
2023-10-17,clear,12.2,1,0.0,0.0
2023-10-18,cloudy,13.2,3,0.0,0.0
2023-10-19,rainy,15.5,63,9.2,0.0
2023-10-20,cloudy,11.0,3,0.0,0.0
2023-10-21,cloudy,9.4,3,0.0,0.0
2023-10-22,cloudy,10.9,3,0.0,0.0
2023-10-23,rainy,13.2,51,0.9,0.0
2023-10-24,rainy,12.9,53,2.5,0.0
2023-10-25,cloudy,14.0,3,0.0,0.0
2023-10-26,rainy,14.6,63,7.9,0.0
2023-10-27,cloudy,13.1,3,0.0,0.0
2023-10-28,cloudy,12.8,3,0.0,0.0
2023-10-29,cloudy,12.5,3,0.0,0.0
2023-10-30,cloudy,12.4,3,0.0,0.0
2023-10-31,cloudy,12.7,3,0.0,0.0
2023-11-01,rainy,17.2,63,13.7,0.0
2023-11-02,clear,18.0,1,0.0,0.0
2023-11-03,rainy,17.1,65,22.7,0.0
2023-11-04,rainy,16.6,51,0.6,0.0
2023-11-05,rainy,15.9,63,36.7,0.0
2023-11-06,rainy,13.9,65,39.6,0.0
2023-11-07,rainy,4.9,51,0.1,0.0
2023-11-08,cloudy,6.6,3,0.0,0.0
2023-11-09,rainy,11.1,61,3.8,0.0
2023-11-10,cloudy,2.4,3,0.0,0.0
2023-11-11,cloudy,0.2,3,0.0,0.0
2023-11-12,clear,-0.3,0,0.0,0.0
2023-11-13,cloudy,-0.2,3,0.0,0.0
2023-11-14,cloudy,3.1,3,0.0,0.0
2023-11-15,cloudy,4.8,3,0.0,0.0
2023-11-16,rainy,5.4,61,9.8,0.0
2023-11-17,snow,0.8,73,1.1,0.42
2023-11-18,cloudy,-0.9,3,0.0,0.0
2023-11-19,rainy,4.5,51,0.3,0.0
2023-11-20,clear,3.4,0,0.0,0.0
2023-11-21,clear,4.7,0,0.0,0.0
2023-11-22,rainy,6.7,51,0.3,0.0
2023-11-23,rainy,9.0,51,0.4,0.0
2023-11-24,clear,-2.6,0,0.0,0.0
2023-11-25,cloudy,-3.4,3,0.0,0.0
2023-11-26,cloudy,1.7,3,0.0,0.0
2023-11-27,rainy,5.6,51,2.9,0.0
2023-11-28,cloudy,-0.4,3,0.0,0.0
2023-11-29,cloudy,-2.2,3,0.0,0.0
2023-11-30,clear,-5.1,0,0.0,0.0
2023-12-01,cloudy,-3.9,2,0.0,0.0
2023-12-02,rainy,0.5,51,0.1,0.0
2023-12-03,clear,-1.4,0,0.0,0.0
2023-12-04,cloudy,0.1,3,0.0,0.0
2023-12-05,cloudy,4.0,3,0.0,0.0
2023-12-06,rainy,5.3,61,6.3,0.0
2023-12-07,cloudy,4.4,2,0.0,0.0
2023-12-08,clear,9.7,1,0.0,0.0
2023-12-09,rainy,11.0,51,0.1,0.0
2023-12-10,cloudy,8.0,3,0.0,0.0
2023-12-11,rainy,7.8,61,15.1,0.0
2023-12-12,rainy,4.1,51,0.5,0.0
2023-12-13,rainy,4.8,51,0.2,0.0
2023-12-14,rainy,6.5,63,22.1,0.0
2023-12-15,rainy,4.4,63,18.4,0.0
2023-12-16,snow,-3.8,71,0.4,0.14
2023-12-17,clear,-10.2,0,0.0,0.0
2023-12-18,cloudy,-7.7,3,0.0,0.0
2023-12-19,snow,-4.1,71,0.1,0.07
2023-12-20,snow,-7.5,71,0.1,0.07
2023-12-21,clear,-11.6,0,0.0,0.0
2023-12-22,clear,-11.8,0,0.0,0.0
2023-12-23,cloudy,-7.8,3,0.0,0.0
2023-12-24,snow,-3.4,71,0.6,0.42
2023-12-25,snow,-2.2,73,0.7,0.49
2023-12-26,cloudy,-0.2,3,0.0,0.0
2023-12-27,clear,-0.6,1,0.0,0.0
2023-12-28,cloudy,-0.1,3,0.0,0.0
2023-12-29,cloudy,0.1,3,0.0,0.0
2023-12-30,snow,-0.5,75,11.3,5.18
2023-12-31,rainy,1.7,61,5.0,0.0
